1,sens1,53.2
1,sens2,52.6
1,sens3,52.7
1,sens4,53.2
1,sens5,52.8
1,sens6,53.3
1,sens7,49.7
1,sens8,53.1
5,sens1,53
5,sens2,53.1
5,sens3,52.6
5,sens4,53.2
5,sens5,52.8
5,sens6,53.6
5,sens7,55.7
5,sens8,53.5
